index,file_id,year,found_terms,fragment
23,1807_Leuv_Pelc_02,1807,['gazette'],Aug 7 Den Gazetier van Ceulen hadde in het supplement Synder Gazette van 7 Aug 1787 het volgende uytgegeven
24,1807_Leuv_Pelc_02,1807,['courant'],Il faut que les Etats de toutes les Provinces fe remettent complettement en réglé au Sujet des fubfides arriérés ainli que ceux du courant
25,1807_Leuv_Pelc_02,1807,['tydinge'],Septembris 20 op heden ontrent Ses uren des avonts komt alhier de tydinge dat men tot Brussel ten vollen aent vechten was tusschen de Volontaeren en de Militairen hier op waeren alle onze Volontaeren strak@ ter been zoo te voet als te peerd
26,1899_Grou_Haag,1899,['courant'],Courant van dingsdag 37 advertentien van het Schaatsenrijden
27,1899_Grou_Haag,1899,['courant'],39 Kiesverenigingen in de Courant om nieuwe leeden te stemmen voor de twede kamere der Staten Generaal
28,1899_Grou_Haag,1899,['courant'],28 In de Courant van vrijdag een Advertentie Gevraagt een meid huishoudster bij PA
29,1753_Antw_anon,1753,['courant'],Courant Sekeren Pieter Sanders kochte tegen sijn Vader twee gemeten Terwe ende raet hoe Veele Siet hier Lb 33120 grt
30,1753_Antw_anon,1753,['gazette'],Een wonder voorval van Des koninckx Droom gebeurt ten Jaere 1748 het heeft inde gazette ghestaen voor waer
31,1762_Maas_anon,1762,['tyding'],in 7ber heeft men de tyding bekomen dat zyn britze maj den hertog van holstein ploen benoemt had tot veldmarchal van de troupen van den staat en gouv van x instede van waldek
32,1762_Maas_anon,1762,['tyding'],25 20 ap is van tyd luik tyding gekomen dat ceur ceulen tot prins was verkozen onder protestatie van den duitze meester dat deze electie nul was mits den deken en 21 canoniken zonder te stemmen uit tcapittel waren gegaan
33,1762_Maas_anon,1762,['tyding'],Sanderdaags is de tyding gekomen dat enige leden van tdom capittel verga dert zynde gekozen hebben de duitze meester waarop tot vreugde enige ca nons scheuten op de chatreuze gedaan wierden
34,1762_Maas_anon,1762,['tyding'],den 5 dito is tyding gekomen dat de duitze meester den 4 tot luik was overleden en den 6 is tlyk door X gepaszeert
35,1762_Maas_anon,1762,['tyding'],1702 11 jan zyn nog 4 verraders van tzelve verraad op dezelve wyze te X te justitie gebragt 24 maart is tot X de tyding gekomen dat den 19 dezer de koning van eng tot londen overleden was
36,1762_Maas_anon,1762,['tyding'],van tgarnisoen van X dog voor middag qam nader tyding dat de franze gemeent hadden t@an bourg S marguerite in brand te steken dog gezien hebbende alles ontdekt te zyn zyn terug gekeert
37,1762_Maas_anon,1762,['tyding'],28 dito is tyding gekomen dat tfrans leger onder villeroi voor hoei was gekomen omdat te belegeren en den 11 junii heeft tgarn gecap 12 juni is tgeallieerd leger tot loon van campement verandert zie der by X zynde thooftqartier te castert
38,1762_Maas_anon,1762,['tyding'],29 dito is van de franze armee onder beieren alle de preparatie tot t beleg der luikze citadel gemakt zynde alles gestaakt op de tyding dat marlboroug den 26 of 27 met 15000 man uit duitsland te viset was aangekomen
39,1762_Maas_anon,1762,['tyding'],12 dito is tot X tyding gekomen dat tcasteel van hoei weder aan de geallieerde was overgegaan en den 17 dito is tfrans gevan ge guarnizoen te X aangekomen zynde den 18 aug onder escorte ten dele na Zutphen ten dele na Schoonhoven gebrogt geworden
40,1762_Maas_anon,1762,['tyding'],22 aug heeft t camperen opde wallen tot X een einde gekomen 2 october is tot X de tyding gekomen dat den 28 passato den franze generaal grave delamotte met zyn leger by dixmuiden door de geall is geslagen geworden
41,1762_Maas_anon,1762,['tyding'],22 dito is te X tyding gekomen dat tgarnizoen van mons den 20 dezer de chamade had geslagen om te capituleren
42,1762_Maas_anon,1762,['tyding'],27 dito is tot X tyding gekomen dat douay den 5 dezer had gecapitu leert en aan de geall overgegaan
43,1762_Maas_anon,1762,['tyding'],11 dito is een comm na leut gemarc wegens de oproerige boeren en is daar geb tot 13 oct 15 dito is met een expresse van montfort tyding gekomen dat de pruize generaal maj bosa ter borch met borck te maseik was aangekomen
44,1762_Maas_anon,1762,['tyding'],4 aug paszeerde een estafette door rekem na bruszelt met tyding dat glats door dekeiz onder general Jahuus ingenomen was
45,1855_Kort_Fill_04,1855,['courant'],doende in vlaemsch Courant f 13-4-7 voortskomende van het supplement door dengonne die den act niet geteekent hebben De gonne van binnen en buijten stad bedraegen te samen de somnme van f 43-4-7 Vlaemsch Courant
46,1855_Kort_Fill_04,1855,['courant'],betaelen eenen franc in vlaemsch courant Elf stuijvers daer vooren mogten zij ook voor dat geld s avonds naer den bal gaen in de zelve herberghe
47,1855_Kort_Fill_04,1855,['courant'],men heeft hun verEert met eene kleijne goude medaille en 100 francs maekende in vlaemsch courant f 55-2-6 snagts zijn zij van tourcoignen alhier wedergekeert
48,1855_Kort_Fill_04,1855,['courant'],Den aermen in stad heeft ontfangen het 10ste van de recette bestaende in F 30 guldens vlaemsch courant
49,1855_Kort_Fill_04,1855,['gazette'],9 dito men verneemt alhier officieel uijt de gazette als dat den geweezen Franschen Keijzer Napoleon Buonaparte die het Eijland van st helena voor zijn gevang bekomen heeft aldaer is overleden
50,1855_Kort_Fill_04,1855,['courant'],in vlaemsch courant Ƒ 5-10-3 den prijs van Eere of best houding 5 Francs in vlaemsch courant f 2-15-1
51,1786_Mech_Munc,1786,['tydinge'],Den 16 October syn binnen gekomen 2 Escadrons hussaren van Berchuni den 31 quamp de tydinge dat den pijs binnen aken was geteeckent Den 31 quaemen hier en 2 battaillons van orleans
52,1786_Mech_Munc,1786,['courant'],Courant ende voor het onderhout van ’t hof 4500 guldens ende is geresolveert in de brieven van presentatie te versoeken octroy tot een generael huijsgelt voor 3 jaeren
53,1786_Mech_Munc,1786,['tydinge'],April heeft men tydinge becomen van weenen dat de saecke van Mechelen ten opsighte van de Privilegie gedaen was
54,1786_Mech_Munc,1786,['tydingen'],des Maendaghs waeren alle nieuwe tydingen Contrarie aen Malkanderen Dijnsdagh
55,1825_Oude_Rant,1825,['tijdinge'],Den vijfthienden dito kreeg men tijdinge als dat de Keijserlijke met vijf duisent mannen gekomen waeren tot versterking in het kasteel van Gend hetwelk eene groote vreese baerde
56,1825_Oude_Rant,1825,['tijdinge'],Den zesentwintigsten dito bragt Jacobus Boonaert die te poste geweest hadde te Aelst de tijdinge dat er drij duisent mannen keijserlijke troupen gereed stonden om van Aelst naer Audenaerde te komen
57,1825_Oude_Rant,1825,['tijdinge'],De vreese die dese tijdinge onder de borgereij veroorzaekte is onbeschrijvelijk want vele borgers verlieten de stad uijt vervaertheijd
58,1825_Oude_Rant,1825,['tijdinge'],Maer deze tijdinge wierd valsch bevonden en den zelven Boonaert wierd als uijtstroeijer van valsche geruchten in de gevangenis gesteld en kreeg eenige daegen daer naer voor straffe vijfthig stokslaegen
59,1825_Oude_Rant,1825,['tijdinge'],Den negenentwintigsten dito savonts ten negen uren ontfing men hier de tijdinge alsdat het kasteel van Antwerpen hem bij campitulatie hadde overgegeven
60,1825_Oude_Rant,1825,['courant'],Den sesthiende dito gaf het comitÃ© patriotticq eene vrijwillige gifte aen de Staeten van Vlaenderen van de somme van ses duijst zeven hondert eenentseventig guldens courant
61,1825_Oude_Rant,1825,['tijdinge'],Zij veranderden op het hooren van deze tijdinge van weg en trokken recht naer het voorzeijde Sijnghem alwaer men nog bezig was met plunderen gelijk hier vooren gezeijd is
62,1825_Oude_Rant,1825,['tijdinge'],Den welken deze tijdinge hier aenbragt was dheer Bernardus Bauwens dragonder der volontaire denwelken hadde moeten vluchten
63,1825_Oude_Rant,1825,['tijdinge'],Den tienden maerte kreeg men tijdinge als dat zijne majesteijt Leopoldus Rooms Keijser op den eersten maerte het tijdelijk met het eeuwig had verwisselt tot Weenen in Oostenrijk
64,1825_Oude_Rant,1825,['tijdinge'],Den dertigsten kreeg men tijdinge als dat de Oostenrijkse troupen weder bezit genomen hadden van de stad Cortrijck waerop aenstonds de troupen vertrokken naer de voorzeijde stad
65,1825_Oude_Rant,1825,"['tijdinge', 'nieuwsblaederen']",Ten zelven daege kreeg men tijdinge door de nieuwsblaederen van het decreet gegeven op den vijfthienden dezer door de Nationale Conventie waer bij alle abdijen kloosters en godshuijsen gesuprimeert wierden in Belgis
66,1825_Oude_Rant,1825,['tijdinge'],Den vijfden dito kreeg men tijdinge als dat het Frans leger geslaegen was door de Oostenrijkers bij Aaldenhoven en dat het beleg van Maestrick stond opgebroeken te worden
67,1825_Oude_Rant,1825,['tijdinge'],Den negenentwintigsten dito kreeg men tijdinge door eenen afgezondenen aen het magistraet alsdat de stad Valencijn haer capitulatie hadde overgegeven hetwelk aengekondigt wierd door het spelen van den beijaert en het luijden van de groote klokke
68,1825_Oude_Rant,1825,['tijdinge'],Den sesentwintigsten dito savonds ten acht uren kreeg men tijdinge alsdat de Fransche ten zelven daege in Cortrijck getrok-ken waeren
69,1825_Oude_Rant,1825,['tijdinge'],De vreese die deze tijdinge veroorzaekte is onbeschrijvelijk
70,1825_Oude_Rant,1825,['tijdinge'],Ontrent den vijf ueren van den avond kreeg men tijdinge als dat de brigands voorttoogen naer de stad en dat de zelve alreede tot Leupeghem waeren
71,1825_Oude_Rant,1825,['tijdinge'],Want den eenendertigsten dito kreeg men tijdinge als dat de Fransche geslaegen waeren tot Stochat en dat het Oostenrijks leger naer den Nederrhijn marcheerde het welk een groote verslaegentheijd onder de sansculotten veroorzaekte
72,1825_Oude_Rant,1825,['tijdinge'],Den vijfentwintigsten junij sesden messidor kreeg men tijdinge als dat de Fransche de Oostenrijkers geslaegen hadden tot Marengo in Italien
73,1825_Oude_Rant,1825,['tijdinge'],Den eersten augustij kreeg men tijdinge als dat den vrede gesloeten tusschen Vranckrijk Pruijssen en Rusland
74,1825_Oude_Rant,1825,['tijdinge'],Den zelven dito vertrokken de gensdarmes naer Eecloo op het ontfangen van de tijdinge dat de Engelsche geland waeren in het eijland Walcheren
75,1825_Oude_Rant,1825,['tijdinge'],Den eenentwintigsten december kreeg men tijdinge zonder dat iemand hem daer aen verwachte door den negenentwintigsten bulletijn van den tegenspoed die het Frans leger ondergaen hadde in de retraite van Moskou
76,1825_Oude_Rant,1825,['tijdinge'],Want vele lieden en wilden niet meer betaelen omdat de tijdinge gekomen was dat het geallieerd leger den Rhijn gepasseert was en voorders naer Holland marcheerde
77,1825_Oude_Rant,1825,['tijdinge'],Zoo haest deze tijdinge aengebragt wierd en dat het ruchtbaar was liep eene menigte volk naer de prochie van Bever ter ontmoeting van de voorzeijde die men aenzag als verlossers
78,1825_Oude_Rant,1825,['tijdinge'],Den twaelfsten dito ontrent den twee uren naemiddag kwam hier de tijdinge als dat de Fransche naederden nae de stad
79,1825_Oude_Rant,1825,['tijdinge'],Men gaf het teeken van alarm met trompet terstond kwamen de troupen onder de waepenen en zonden eene patrouille uijt maer de tijdinge wierd valsch bevonden tot vreugd van vele inwoonders
80,1825_Oude_Rant,1825,['tijdinge'],Ontrent den drij uren bespeurde men eene groote beweging onder de troupen alswanneer men de tijdinge kreeg dat de Fransche naederden naer de stad
81,1825_Oude_Rant,1825,['tijdinge'],Deze die hier deze tijdinge verspreijden waeren eenen hoop Saxisschen landweer die uijt het gevegt waeren gevlugt
82,1825_Oude_Rant,1825,['tijdinge'],Den thienden dito kreeg men tijdinge als dat Napoleon Buonaparte geland was in Vrankrijk
83,1825_Oude_Rant,1825,['tijdinge'],De verslaegentheijd die deze tijdinge veroorzaekte is ongeloovelijk want de commercie die alsdan zeer bloeiende was viel teenemael stil
84,1825_Oude_Rant,1825,['tijding'],Den vierentwintigsten dito verspreijde het gerucht als dat de Fransche in aentogt waeren naer deze stad de gansche stad was in alarm en dit zoo veel te meer om dat het negen uren van den avond was als deze tijding aengebragt was
85,1825_Oude_Rant,1825,['tijdinge'],Zoo haest deze tijdinge ruchtbaer wierd was het gelijk eenen onverwagten donderslag voor de borgers van Audenaerde
86,1825_Oude_Rant,1825,['tijdinge'],Op den twintigsten dito ontfing men de aengenaeme tijdinge binnen Audenaerde als dat zijne majesteijt Willem den eerste Koning der Nederlanden in de voorzeijde stad stond te komen
87,1807_Leuv_Pelc_15,1807,['tydinge'],Op Sondagh 7 deser des avonts van 8 uren tot 11 uren heeft men den Byaerd en groote klokke gedurigh gehoort over de tydinge dewelke hier aengekomen was dat Dantzig den 24 Mey gecapituleert hadden en dat de Franschen den 26 daerin getrocken waeren
88,1807_Leuv_Pelc_15,1807,['tydinge'],De tydinge uyt Petersbourg meld ons dat eyndelyk den 10 der maend mey alle de ysschollen van de riviere de Newa weggevloten waeren dat de schuyten langhs alle kanten veren
89,1807_Leuv_Pelc_15,1807,['tydinge'],Signé Napoleon Nog eenige tydinge over het Ongeluk van Luxembourg
90,1807_Leuv_Pelc_15,1807,['gazette'],Notre gouvernement na encore rien publié dans la gazette officielle
91,1807_Leuv_Pelc_15,1807,['courant'],en de Mechelsche poorte voor 2310 francs maekende in Brabants courant Geld 127373
92,1807_Leuv_Pelc_15,1807,['tydingen'],197 198 1807 9bris Dese tydingen
93,1807_Leuv_Pelc_01,1807,['tydinge'],Vandaeg komt alhier de tydinge dat Ludovicus den XV gisteren tot Brussel van Parys aengekomen is en dat hij van daeg de nieuwe werken rond de Stad Brussel was gaen zien welke Mr De Lovendael had doen maeken zedert dat Sy dat ingenomen hadden
94,1807_Leuv_Pelc_01,1807,['tydinge'],geheel onze Stad en het camp is in beroerte en dit om dater dezen morgent aen den koning de tydinge gekomen dat het vyandlyk leger dezen nagt opgebroken is naer alle kanten als Brussel Mechelen
95,1807_Leuv_Pelc_01,1807,['tydinge'],Op den 18 Septembris den Koning op het Casteel van Hamale de tydinge ontfangende over het innemen van Berg op zoom maekt aenstonts Mr De Lowendael Marechal van Vrankryk
96,1807_Leuv_Pelc_01,1807,['tydinge'],4 komt alhier de tydinge dat den Eerw Heere Carmo gebortig van Brussel Doctor in de H Godsgeleertheijd dezer Universiteyt President van St Anna Collegie alhier door Syne Majesteyt tot het openstaende Bisdom van Bruggen benoemt is
97,1807_Leuv_Pelc_01,1807,['tydinge'],34 1754 january 25 Naer middagh ten half Vyf komt binnen onze Stad aengereden den Bode Werve de aengenaeme tydinge brengende dat die stad Loven het proces gewonnen hadde tegen de Stad Mechelen over dat gearresteert Schip zout
98,1807_Leuv_Pelc_01,1807,['tydinge'],18 komt alhier de tydinge dat onze genadige Souveryne Maria Theresia op den 8 dezer gelukkelyk gelegen is van eenen Aerts Hertog genaemt Maximilianus Josephus van Oostenryk
99,1807_Leuv_Pelc_01,1807,['tydinge'],Maer des avonts ontfangt men alhier in de stad de tydinge dat hy overleden is
100,1807_Leuv_Pelc_01,1807,['tydinge'],Meert 16 is de tydinge hier aengebraght dat den Heere Borgeester De Vroiy syn proces gewonnen hadde tegen den Heere Procureur Generael van Brabant
101,1807_Leuv_Pelc_01,1807,['courant'],en hier van is gekomen het verschil tusschen wissel en Courant geld
102,1807_Leuv_Pelc_01,1807,['courant'],ter Concurrentie van twee en Viertigh Duysent Guldens Courant Geld s jaers wesende het bedrag van de actuele Pachte der selve Middelen sonder eenige Cortinge der onkosten van de Administratie
103,1807_Leuv_Pelc_01,1807,['tydinge'],6 Op heden is de tydinge alhier uyt Brussel aengekomen dat den Eerw Heere @@dephonsus Van Den Bruel voor haere Majesteyt tot Abt der Abdije van Vlierbeek benoemt was
104,1807_Leuv_Pelc_01,1807,['tydinge'],Het geheyligt Collegie zend buyten gewoonelyke Couriers af naer alle de afwesende Cardinaelen van Roomen om hun dese tydinge te draegen en hun een saementlyk te nooden om zig ten spoedigste naer Roomen te begeven
105,1807_Leuv_Pelc_01,1807,['tydinge'],Ontfange op heden tydinge uyt Antwerpen gedagteekent
106,1807_Leuv_Pelc_01,1807,['tydinge'],212 1777 Decemb 1 Wy ontfangen alhier de tydinge dat de Parochie van St Petrus en Paulus tot Mechelen getransporteert is naer de kerke der gewesene Paters Jesuiten waer van de bezonderste artikels van den act der overvoeringe hier volgen
107,1807_Leuv_Pelc_01,1807,['gazette'],maer dat de zelve orders voor de peerde post Meesters altyt bleven Gazette de Cologne du 11
108,1807_Leuv_Pelc_01,1807,['gazette'],Gazette de Cologne du 21 Avril 1780 Du Bout Rhin
109,1807_Leuv_Pelc_01,1807,['gazette'],Den tweeden Artikel der Ceulsche Gazette hebbe ik hier voren en willen voegen om te doen bemerken dat men van in Hoogh Duytsland af al begon te twyfelen of het den keyser zyn moghte
110,1863_Izeg_Tang,1863,['gazette'],Korten tyd daerna den 10 December van t zelfde jaer viel geheel het patriotismus in dassche men las in de gazette dat keizers broeder Leopoldus op den troon van Belgenland geklommen was
111,1863_Izeg_Tang,1863,['kourant'],De verkooping van een deel der bouwery met dertig honderd roeden zaeiland wierd gesloten ten pryze van 168 pond 6 schellingen en 8 grooten kourant
112,1863_Izeg_Tang,1863,['gazette'],Ziehier eene schets daervan gedrukt den 13 Mei 1855 in de Gazette van Thielt
113,1863_Izeg_Tang,1863,['courant'],Zonder uitstel sloeg er de nieuwe pastor de hand aen hy leende by eenen voortreffelyken landbouwer van Iseghem 200 pond grooten courant om die op te bouwen en in gang te stellen
114,1863_Izeg_Tang,1863,['tyding'],Het was avond en daerby alleronstuimigst weder toen de voetganger met de tyding tot Staden aenkwam
115,1632_Gent_Vive,1632,['tijdinghe'],Ende dese tijdinghe te Ghendt commende soo sant de stede van Ghendt eenighe ghedeputeerde naer Bruyssel om huerlieder dienaers de welcke Reinier oock hadde doen vanghen om hemlieden ontsleghen te hebben ende ooc omme den voorn
116,1632_Gent_Vive,1632,['tijdinghe'],Item binnen drij daghen daernaer zoo quam de tijdinghe jn Ghendt dat de Malecontenten tvoorseyde quaertier van Casele jn een kiste gheleyt hadden ende met grooter weerdicheyt begraven hadden jnde keercke binnen Aelst
117,1793_Bred_Ouko,1793,['tijding'],De Buite Lieden die deeze morgen de Stad bezogten bragten de tijding dat de franschen + Wustwezel Hoogstraten Bracht Loenhout etc
118,1793_Bred_Ouko,1793,['tijding'],De ongerustheid door deeze tijding Veroorzaakt wierd op den 14 febr
119,1800_Brug_Wall_09,1800,['gaset'],LXXXV en N III gaset 8 januarij etc
120,1800_Brug_Wall_09,1800,['gaset'],N IV en N LXXXVI gaset 12 januarij etc
121,1800_Brug_Wall_09,1800,['gaset'],N V en N LXXXVII gaset 15 januarij etc
122,1800_Brug_Wall_09,1800,['gaset'],N VI en N LXXXVIII gaset 19 januarij etc
123,1800_Brug_Wall_09,1800,['gasetten'],N VII en N LXXXIX gasetten van 22 januarij etc
124,1800_Brug_Wall_09,1800,['gasetten'],Het streng jaergetijde zonder voorbeeld deser eeuw het toevriesen van de zee van de geinondeerde landen van de Wael en alle de revierren zijn doorsaek van die overwinning zooals in de gasetten breeder kan gesien worden30
125,1800_Brug_Wall_09,1800,['gasette'],N VIII en N XC gasette 26 januarij etc
126,1800_Brug_Wall_09,1800,['gaset'],N IX en XCI gaset van 29 januarij etc
127,1800_Brug_Wall_09,1800,['gasette'],24 opgerecht normale schoolen zooals breeder in de Gensche gasette te zien is waertoe de jongelingen deser stadt genoodigt worden hun naertoe te begeven om aldaer onderwesen te worden
128,1800_Brug_Wall_09,1800,['gaset'],N XCII en X gaset 2 februarij etc
129,1800_Brug_Wall_09,1800,['gaset'],N XCIII en N XI gaset 5 februarij etc
130,1800_Brug_Wall_09,1800,['tijdinge'],Welke teekens van triumphe wederom zijn om de alhier aengekomen tijdinge dat de provencien van Vriesland Grooningen Overrijssel en Zeelant hun onder de protectie van de Fransche begeven hebben
131,1800_Brug_Wall_09,1800,['gasetten'],N XCIV en N XII gasetten van 9 februarij etc
132,1800_Brug_Wall_09,1800,['gasetten'],XCV en N XIII gasetten van den 12 februarij etc
133,1800_Brug_Wall_09,1800,['gasetten'],N XCVI en N XIV gasetten 16 februarij etc
134,1800_Brug_Wall_09,1800,['gasetten'],N XCVII en N XV gasetten van den 19 februarij etc
135,1800_Brug_Wall_09,1800,['gasetten'],N XCVIII en N XVI gasetten van den 23 februarij etc
136,1800_Brug_Wall_09,1800,['gasetten'],N XCIX gasetten van 26 februarij etc
137,1800_Brug_Wall_09,1800,['gasette'],C gasette van 2 maerte zijnde nu dander gasette om redenen als in den laesten N XVI te zien niet meer uijtgegeven geworden75
138,1800_Brug_Wall_09,1800,['gasette'],CI gasette van 5 maerte etc
139,1800_Brug_Wall_09,1800,['gaset'],CII gaset 9 maerte etc
140,1800_Brug_Wall_09,1800,['gaset'],CIII gaset van 12 maerte etc
141,1800_Brug_Wall_09,1800,['gaset'],CIV gaset van 16 maerte etc
142,1800_Brug_Wall_09,1800,['gaset'],CV gaset van 19 maerte etc
143,1800_Brug_Wall_09,1800,['gaset'],CVI gaset van 23 maerte etc
144,1800_Brug_Wall_09,1800,['gaset'],CVII gaset van 26 maerte etc
145,1800_Brug_Wall_09,1800,['gaset'],CVIII gaset van den 30 maerte etc
146,1800_Brug_Wall_09,1800,['gaset'],CIX gaset van 2 april etc
147,1800_Brug_Wall_09,1800,['gasette'],heer bisschop de apostelijcke benedictie niet is gegeven geworden zijn van t stadthuijs afgekondigt differende Fransche proclamatien van welkers inhout twee reets in de gasette van den 3 deser zijn aengekondigt zooals in dezelve kan gesien worden
148,1800_Brug_Wall_09,1800,['gaset'],CX gaset van 6 april etc
149,1800_Brug_Wall_09,1800,['gaset'],CXI gaset van 9 april etc
150,1800_Brug_Wall_09,1800,['gaset'],CXII gaset van den 13 april etc
151,1800_Brug_Wall_09,1800,['gaset'],CXIII gaset van 16 april etc
152,1800_Brug_Wall_09,1800,['gasette'],Heden was den martdag wederom zeer ongerustig wegens de ordanantie in de laeste gasette van den 16 deser fol
153,1800_Brug_Wall_09,1800,['gaset'],CXIV gaset van 20 april etc
154,1800_Brug_Wall_09,1800,['gaset'],CXV gaset van 23 april etc
155,1800_Brug_Wall_09,1800,['gaset'],CXVI gaset van 27 april etc
156,1800_Brug_Wall_09,1800,['gaset'],CXVII gaset van den 30 april etc
157,1800_Brug_Wall_09,1800,['gasette'],CXVIII gasette van den 4 meij etc
158,1800_Brug_Wall_09,1800,['gaset'],CXIX gaset van den 7 meij etc
159,1800_Brug_Wall_09,1800,['gaset'],CXX gaset 11 meij etc
160,1800_Brug_Wall_09,1800,['gasette'],CXXI gasette van den 14 meij etc
161,1800_Brug_Wall_09,1800,['gaset'],CXXII gaset van den 18 meij etc
162,1800_Brug_Wall_09,1800,['gaset'],CXXIII gaset van 21 meij etc
163,1800_Brug_Wall_09,1800,['gaset'],CXXIV gaset van 25 meij etc
164,1800_Brug_Wall_09,1800,['gaset'],CXXV gaset van 28 meij etc
